job_title_short,skill,demand_count
Senior Data Scientist,perl,147
Senior Data Scientist,fastapi,143
Senior Data Scientist,t-sql,137
Senior Data Scientist,css,135
Senior Data Scientist,golang,132
Senior Data Scientist,no-sql,129
Senior Data Scientist,sharepoint,127
Senior Data Scientist,atlassian,123
Senior Data Scientist,slack,113
Senior Data Scientist,ruby,107
Senior Data Scientist,cognos,104
Senior Data Scientist,angular,101
Senior Data Scientist,chef,99
Senior Data Scientist,dynamodb,92
Senior Data Scientist,tidyverse,91
Senior Data Scientist,visual basic,90
Senior Data Scientist,vue,88
Senior Data Scientist,db2,85
Senior Data Scientist,dplyr,83
Senior Data Scientist,notion,83
Senior Data Scientist,swift,82
Senior Data Scientist,watson,80
Senior Data Scientist,zoom,79
Senior Data Scientist,rust,76
Senior Data Scientist,terminal,76
Senior Data Scientist,php,75
Senior Data Scientist,rshiny,75
Senior Data Scientist,sheets,75
Senior Data Scientist,spreadsheet,75
Senior Data Scientist,ibm cloud,74
Senior Data Scientist,datarobot,71
Senior Data Scientist,phoenix,71
Senior Data Scientist,visio,70
Senior Data Scientist,unity,69
Senior Data Scientist,powershell,65
Senior Data Scientist,jquery,64
Senior Data Scientist,mongo,63
Senior Data Scientist,ansible,62
Senior Data Scientist,svn,62
Senior Data Scientist,yarn,61
Senior Data Scientist,aurora,55
Senior Data Scientist,selenium,54
Senior Data Scientist,node,51
Senior Data Scientist,typescript,50
Senior Data Scientist,crystal,49
Senior Data Scientist,kotlin,48
Senior Data Scientist,assembly,47
Senior Data Scientist,node.js,46
Senior Data Scientist,ms access,45
Senior Data Scientist,unify,40
Senior Data Scientist,vmware,39
Senior Data Scientist,macos,38
Senior Data Scientist,graphql,37
Senior Data Scientist,twilio,36
Senior Data Scientist,symphony,32
Senior Data Scientist,sqlite,31
Senior Data Scientist,planner,30
Senior Data Scientist,fortran,27
Senior Data Scientist,arch,24
Senior Data Scientist,ubuntu,24
Senior Data Scientist,centos,22
Senior Data Scientist,firebase,22
Senior Data Scientist,codecommit,21
Senior Data Scientist,unreal,20
Senior Data Scientist,electron,19
Senior Data Scientist,openstack,19
Senior Data Scientist,solidity,18
Senior Data Scientist,tidyr,18
Senior Data Scientist,groovy,17
Senior Data Scientist,mlr,17
Senior Data Scientist,digitalocean,16
Senior Data Scientist,trello,16
Senior Data Scientist,flutter,15
Senior Data Scientist,wsl,14
Senior Data Scientist,fedora,13
Senior Data Scientist,clickup,12
Senior Data Scientist,microsoft teams,12
Senior Data Scientist,asana,11
Senior Data Scientist,asp.net,11
Senior Data Scientist,couchbase,11
Senior Data Scientist,haskell,11
Senior Data Scientist,npm,11
Senior Data Scientist,airtable,10
Senior Data Scientist,cordova,10
Senior Data Scientist,redhat,10
Senior Data Scientist,ringcentral,10
Senior Data Scientist,vb.net,9
Senior Data Scientist,couchdb,7
Senior Data Scientist,drupal,7
Senior Data Scientist,monday.com,7
Senior Data Scientist,puppet,7
Senior Data Scientist,react.js,7
Senior Data Scientist,ruby on rails,7
Senior Data Scientist,wire,7
Senior Data Scientist,mariadb,6
Senior Data Scientist,powerbi,6
Senior Data Scientist,sass,6
Senior Data Scientist,vue.js,6
Senior Data Scientist,apl,5
Senior Data Scientist,clojure,5
Senior Data Scientist,dart,5
Senior Data Scientist,dlib,5
Senior Data Scientist,firestore,5
Senior Data Scientist,smartsheet,5
Senior Data Scientist,cobol,4
Senior Data Scientist,qt,4
Senior Data Scientist,lua,3
Senior Data Scientist,ovh,3
Senior Data Scientist,asp.net core,2
Senior Data Scientist,debian,2
Senior Data Scientist,elixir,2
Senior Data Scientist,ionic,2
Senior Data Scientist,laravel,2
Senior Data Scientist,mlpack,2
Senior Data Scientist,nuix,2
Senior Data Scientist,pulumi,2
Senior Data Scientist,sqlserver,2
Senior Data Scientist,delphi,1
Senior Data Scientist,kali,1
Senior Data Scientist,objective-c,1
Senior Data Scientist,shogun,1
Senior Data Scientist,symfony,1
Senior Data Scientist,webex,1
Senior Data Scientist,wrike,1
Software Engineer,python,15228
Software Engineer,sql,12315
Software Engineer,aws,10427
Software Engineer,java,9835
Software Engineer,azure,7092
Software Engineer,kubernetes,6605
Software Engineer,docker,6292
Software Engineer,linux,5527
Software Engineer,javascript,5010
Software Engineer,git,4641
Software Engineer,go,3923
Software Engineer,kafka,3653
Software Engineer,react,3532
Software Engineer,spark,3499
Software Engineer,gcp,3283
Software Engineer,c#,3130
Software Engineer,c++,3070
Software Engineer,terraform,2900
Software Engineer,jenkins,2863
Software Engineer,oracle,2857
Software Engineer,nosql,2681
Software Engineer,windows,2654
Software Engineer,excel,2613
Software Engineer,typescript,2593
Software Engineer,mysql,2511
Software Engineer,postgresql,2378
Software Engineer,scala,2289
Software Engineer,github,2154
Software Engineer,jira,2044
Software Engineer,spring,2040
Software Engineer,angular,2009
Software Engineer,sql server,1908
Software Engineer,mongodb,1837
Software Engineer,hadoop,1806
Software Engineer,tableau,1793
Software Engineer,ansible,1776
Software Engineer,c,1708
Software Engineer,html,1704
Software Engineer,css,1700
Software Engineer,flow,1692
Software Engineer,snowflake,1529
Software Engineer,shell,1517
Software Engineer,redis,1451
Software Engineer,bash,1422
Software Engineer,power bi,1408
Software Engineer,airflow,1395
Software Engineer,golang,1377
Software Engineer,gitlab,1339
Software Engineer,elasticsearch,1327
Software Engineer,r,1245
Software Engineer,ruby,1139
Software Engineer,unix,1129
Software Engineer,databricks,1127
Software Engineer,node.js,1097
Software Engineer,sap,1088
Software Engineer,confluence,1001
Software Engineer,powershell,988
Software Engineer,django,979
Software Engineer,php,965
Software Engineer,kotlin,925
Software Engineer,word,896
Software Engineer,graphql,894
Software Engineer,vmware,834
Software Engineer,bigquery,813
Software Engineer,redshift,804
Software Engineer,dynamodb,736
Software Engineer,cassandra,714
Software Engineer,pandas,711
Software Engineer,flask,675
Software Engineer,splunk,670
Software Engineer,express,656
Software Engineer,tensorflow,644
Software Engineer,perl,617
Software Engineer,node,612
Software Engineer,bitbucket,582
Software Engineer,pytorch,543
Software Engineer,rust,530
Software Engineer,selenium,523
Software Engineer,ssis,511
Software Engineer,powerpoint,501
Software Engineer,puppet,485
Software Engineer,pyspark,485
Software Engineer,ubuntu,466
Software Engineer,sas,465
Software Engineer,chef,462
Software Engineer,vue,458
Software Engineer,jquery,455
Software Engineer,asp.net,451
Software Engineer,numpy,432
Software Engineer,sharepoint,424
Software Engineer,slack,423
Software Engineer,swift,417
Software Engineer,looker,406
Software Engineer,outlook,377
Software Engineer,fastapi,371
Software Engineer,atlassian,350
Software Engineer,gdpr,344
Software Engineer,matlab,342
Software Engineer,react.js,323
Software Engineer,t-sql,323
Software Engineer,ruby on rails,319
Software Engineer,mongo,295
Software Engineer,openstack,283
Software Engineer,groovy,275
Software Engineer,ssrs,273
Software Engineer,vue.js,266
Software Engineer,qlik,264
Software Engineer,dax,262
Software Engineer,scikit-learn,255
Software Engineer,assembly,242
Software Engineer,db2,234
Software Engineer,zoom,228
Software Engineer,jupyter,222
Software Engineer,aurora,217
Software Engineer,svn,206
Software Engineer,redhat,205
Software Engineer,sheets,194
Software Engineer,neo4j,190
Software Engineer,no-sql,187
Software Engineer,macos,185
Software Engineer,keras,179
Software Engineer,npm,179
Software Engineer,sass,178
Software Engineer,vba,176
Software Engineer,laravel,175
Software Engineer,unity,167
Software Engineer,visio,167
Software Engineer,centos,164
Software Engineer,mariadb,162
Software Engineer,flutter,161
Software Engineer,debian,157
Software Engineer,unify,152
Software Engineer,yarn,144
Software Engineer,notion,137
Software Engineer,terminal,134
Software Engineer,pulumi,131
Software Engineer,matplotlib,125
Software Engineer,elixir,117
Software Engineer,firebase,116
Software Engineer,alteryx,115
Software Engineer,opencv,114
Software Engineer,next.js,113
Software Engineer,microstrategy,112
Software Engineer,cognos,109
Software Engineer,asp.net core,106
Software Engineer,vb.net,90
Software Engineer,objective-c,88
Software Engineer,qt,86
Software Engineer,heroku,83
Software Engineer,crystal,78
Software Engineer,solidity,77
Software Engineer,symfony,75
Software Engineer,visual basic,73
Software Engineer,clojure,70
Software Engineer,haskell,69
Software Engineer,couchbase,68
Software Engineer,unreal,68
Software Engineer,microsoft teams,66
Software Engineer,phoenix,63
Software Engineer,ibm cloud,62
Software Engineer,spreadsheet,61
Software Engineer,plotly,60
Software Engineer,sqlite,60
Software Engineer,ionic,58
Software Engineer,cobol,57
Software Engineer,svelte,55
Software Engineer,spss,54
Software Engineer,ms access,52
Software Engineer,twilio,51
Software Engineer,asana,50
Software Engineer,julia,49
Software Engineer,lua,49
Software Engineer,erlang,47
Software Engineer,datarobot,45
Software Engineer,electron,44
Software Engineer,wire,42
Software Engineer,suse,39
Software Engineer,nltk,38
Software Engineer,planner,38
Software Engineer,dart,37
Software Engineer,trello,37
Software Engineer,drupal,36
Software Engineer,xamarin,35
Software Engineer,couchdb,32
Software Engineer,angular.js,30
Software Engineer,f#,29
Software Engineer,blazor,28
Software Engineer,fortran,28
Software Engineer,play framework,28
Software Engineer,cordova,27
Software Engineer,firestore,27
Software Engineer,mxnet,24
Software Engineer,arch,23
Software Engineer,seaborn,23
Software Engineer,delphi,20
Software Engineer,monday.com,20
Software Engineer,fastify,19
Software Engineer,watson,19
Software Engineer,ocaml,17
Software Engineer,webex,17
Software Engineer,colocation,16
Software Engineer,smartsheet,15
Software Engineer,fedora,14
Software Engineer,symphony,13
Software Engineer,wsl,13
Software Engineer,digitalocean,12
Software Engineer,hugging face,12
Software Engineer,ovh,12
Software Engineer,airtable,11
Software Engineer,codecommit,11
Software Engineer,tidyverse,10
Software Engineer,apl,9
Software Engineer,ember.js,9
Software Engineer,linode,9
Software Engineer,clickup,8
Software Engineer,dplyr,8
Software Engineer,lisp,8
Software Engineer,powerbi,8
Software Engineer,rshiny,8
Software Engineer,theano,8
Software Engineer,gatsby,7
Software Engineer,nuxt.js,6
Software Engineer,ringcentral,6
Software Engineer,workfront,6
Software Engineer,capacitor,4
Software Engineer,ggplot2,4
Software Engineer,kali,4
Software Engineer,pascal,4
Software Engineer,wrike,4
Software Engineer,sqlserver,3
Software Engineer,tidyr,3
Software Engineer,deno,2
Software Engineer,mattermost,2
Software Engineer,asp.netcore,1
Software Engineer,dlib,1
Software Engineer,rocketchat,1
Software Engineer,rubyon rails,1
Software Engineer,shogun,1
Software Engineer,visualbasic,1
